ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
USW00014843,19480801,TMIN,150,,,0,
USW00014843,19480802,TMIN,117,,,0,
USW00014843,19480803,TMIN,122,,,0,
USW00014843,19480804,TMIN,150,,,0,
USW00014843,19480805,TMIN,133,,,0,
USW00014843,19480806,TMIN,139,,,0,
USW00014843,19480807,TMIN,133,,,0,
USW00014843,19480808,TMIN,117,,,0,
USW00014843,19480809,TMIN,122,,,0,
USW00014843,19480810,TMIN,106,,,0,
USW00014843,19480811,TMIN,161,,,0,
USW00014843,19480812,TMIN,144,,,0,
USW00014843,19480813,TMIN,172,,,0,
USW00014843,19480814,TMIN,133,,,0,
USW00014843,19480815,TMIN,117,,,0,
USW00014843,19480816,TMIN,122,,,0,
USW00014843,19480817,TMIN,133,,,0,
USW00014843,19480818,TMIN,156,,,0,
USW00014843,19480819,TMIN,150,,,0,
USW00014843,19480820,TMIN,139,,,0,
USW00014843,19480821,TMIN,128,,,0,
USW00014843,19480822,TMIN,144,,,0,
USW00014843,19480823,TMIN,139,,,0,
USW00014843,19480824,TMIN,200,,,0,
USW00014843,19480825,TMIN,228,,,0,
USW00014843,19480826,TMIN,206,,,0,
USW00014843,19480827,TMIN,217,,,0,
USW00014843,19480828,TMIN,233,,,0,
USW00014843,19480829,TMIN,222,,,0,
USW00014843,19480830,TMIN,150,,,0,
USW00014843,19480831,TMIN,106,,,0,
USW00014843,19480801,PRCP,0,,,0,
USW00014843,19480802,PRCP,0,,,0,
USW00014843,19480803,PRCP,0,,,0,
USW00014843,19480804,PRCP,61,,,0,
USW00014843,19480805,PRCP,109,,,0,
USW00014843,19480806,PRCP,0,,,0,
USW00014843,19480807,PRCP,0,,,0,
USW00014843,19480808,PRCP,0,,,0,
USW00014843,19480809,PRCP,0,,,0,
USW00014843,19480810,PRCP,0,,,0,
USW00014843,19480811,PRCP,526,,,0,
USW00014843,19480812,PRCP,132,,,0,
USW00014843,19480813,PRCP,0,,,0,
USW00014843,19480814,PRCP,0,,,0,
USW00014843,19480815,PRCP,0,,,0,
USW00014843,19480816,PRCP,0,,,0,
USW00014843,19480817,PRCP,0,,,0,
USW00014843,19480818,PRCP,112,,,0,
USW00014843,19480819,PRCP,0,,,0,
USW00014843,19480820,PRCP,0,,,0,
USW00014843,19480821,PRCP,0,,,0,
USW00014843,19480822,PRCP,0,,,0,
USW00014843,19480823,PRCP,0,,,0,
USW00014843,19480824,PRCP,0,,,0,
USW00014843,19480825,PRCP,0,,,0,
USW00014843,19480826,PRCP,0,,,0,
USW00014843,19480827,PRCP,0,,,0,
USW00014843,19480828,PRCP,0,,,0,
USW00014843,19480829,PRCP,0,,,0,
USW00014843,19480830,PRCP,0,T,,0,
USW00014843,19480831,PRCP,0,T,,0,
USW00014843,19480801,SNOW,0,,,0,
USW00014843,19480802,SNOW,0,,,0,
USW00014843,19480803,SNOW,0,,,0,
USW00014843,19480804,SNOW,0,,,0,
USW00014843,19480805,SNOW,0,,,0,
USW00014843,19480806,SNOW,0,,,0,
USW00014843,19480807,SNOW,0,,,0,
USW00014843,19480808,SNOW,0,,,0,
USW00014843,19480809,SNOW,0,,,0,
USW00014843,19480810,SNOW,0,,,0,
USW00014843,19480811,SNOW,0,,,0,
USW00014843,19480812,SNOW,0,,,0,
USW00014843,19480813,SNOW,0,,,0,
USW00014843,19480814,SNOW,0,,,0,
USW00014843,19480815,SNOW,0,,,0,
USW00014843,19480816,SNOW,0,,,0,
USW00014843,19480817,SNOW,0,,,0,
USW00014843,19480818,SNOW,0,,,0,
USW00014843,19480819,SNOW,0,,,0,
USW00014843,19480820,SNOW,0,,,0,
USW00014843,19480821,SNOW,0,,,0,
USW00014843,19480822,SNOW,0,,,0,
USW00014843,19480823,SNOW,0,,,0,
USW00014843,19480824,SNOW,0,,,0,
USW00014843,19480825,SNOW,0,,,0,
USW00014843,19480826,SNOW,0,,,0,
USW00014843,19480827,SNOW,0,,,0,
USW00014843,19480828,SNOW,0,,,0,
USW00014843,19480829,SNOW,0,,,0,
USW00014843,19480830,SNOW,0,,,0,
USW00014843,19480831,SNOW,0,,,0,
USW00014843,19480801,SNWD,0,,,0,
USW00014843,19480802,SNWD,0,,,0,
USW00014843,19480803,SNWD,0,,,0,
USW00014843,19480804,SNWD,0,,,0,
USW00014843,19480805,SNWD,0,,,0,
USW00014843,19480806,SNWD,0,,,0,
USW00014843,19480807,SNWD,0,,,0,
USW00014843,19480808,SNWD,0,,,0,
USW00014843,19480809,SNWD,0,,,0,
USW00014843,19480810,SNWD,0,,,0,
USW00014843,19480811,SNWD,0,,,0,
USW00014843,19480812,SNWD,0,,,0,
USW00014843,19480813,SNWD,0,,,0,
USW00014843,19480814,SNWD,0,,,0,
USW00014843,19480815,SNWD,0,,,0,
USW00014843,19480816,SNWD,0,,,0,
USW00014843,19480817,SNWD,0,,,0,
USW00014843,19480818,SNWD,0,,,0,
USW00014843,19480819,SNWD,0,,,0,
USW00014843,19480820,SNWD,0,,,0,
USW00014843,19480821,SNWD,0,,,0,
USW00014843,19480822,SNWD,0,,,0,
USW00014843,19480823,SNWD,0,,,0,
USW00014843,19480824,SNWD,0,,,0,
USW00014843,19480825,SNWD,0,,,0,
USW00014843,19480826,SNWD,0,,,0,
USW00014843,19480827,SNWD,0,,,0,
USW00014843,19480828,SNWD,0,,,0,
USW00014843,19480829,SNWD,0,,,0,
USW00014843,19480830,SNWD,0,,,0,
USW00014843,19480831,SNWD,0,,,0,
USW00014843,19480805,WT01,1,,,0,
USW00014843,19480812,WT01,1,,,0,
USW00014843,19480816,WT01,1,,,0,
USW00014843,19480817,WT01,1,,,0,
USW00014843,19480818,WT01,1,,,0,
USW00014843,19480819,WT01,1,,,0,
USW00014843,19480820,WT01,1,,,0,
USW00014843,19480821,WT01,1,,,0,
USW00014843,19480822,WT01,1,,,0,
USW00014843,19480823,WT01,1,,,0,
USW00014843,19480824,WT01,1,,,0,
USW00014843,19480811,WT03,1,,,0,
USW00014843,19480830,WT03,1,,,0,
USW00014843,19480901,PRCP,0,,,0,
USW00014843,19480902,PRCP,5,,,0,
USW00014843,19480903,PRCP,0,,,0,
USW00014843,19480904,PRCP,0,,,0,
USW00014843,19480905,PRCP,0,,,0,
USW00014843,19480906,PRCP,8,,,0,
USW00014843,19480907,PRCP,15,,,0,
USW00014843,19480908,PRCP,0,T,,0,
USW00014843,19480909,PRCP,8,,,0,
USW00014843,19480910,PRCP,5,,,0,
USW00014843,19480911,PRCP,0,,,0,
USW00014843,19480912,PRCP,0,,,0,
USW00014843,19480913,PRCP,0,,,0,
USW00014843,19480914,PRCP,0,,,0,
USW00014843,19480915,PRCP,0,,,0,
USW00014843,19480916,PRCP,0,T,,0,
USW00014843,19480917,PRCP,0,,,0,
USW00014843,19480919,PRCP,3,,,0,
USW00014843,19480920,PRCP,0,,,0,
USW00014843,19480921,PRCP,0,,,0,
USW00014843,19480922,PRCP,0,,,0,
USW00014843,19480923,PRCP,15,,,0,
USW00014843,19480924,PRCP,5,,,0,
USW00014843,19480925,PRCP,0,,,0,
USW00014843,19480926,PRCP,0,,,0,
USW00014843,19480927,PRCP,0,,,0,
USW00014843,19480928,PRCP,0,,,0,
USW00014843,19480929,PRCP,127,,,0,
USW00014843,19480930,PRCP,0,,,0,
USW00014843,19480901,SNOW,0,,,0,
USW00014843,19480902,SNOW,0,,,0,
USW00014843,19480903,SNOW,0,,,0,
USW00014843,19480904,SNOW,0,,,0,
USW00014843,19480905,SNOW,0,,,0,
USW00014843,19480906,SNOW,0,,,0,
USW00014843,19480907,SNOW,0,,,0,
USW00014843,19480908,SNOW,0,,,0,
USW00014843,19480909,SNOW,0,,,0,
USW00014843,19480910,SNOW,0,,,0,
USW00014843,19480911,SNOW,0,,,0,
USW00014843,19480912,SNOW,0,,,0,
USW00014843,19480913,SNOW,0,,,0,
USW00014843,19480914,SNOW,0,,,0,
USW00014843,19480915,SNOW,0,,,0,
USW00014843,19480916,SNOW,0,,,0,
USW00014843,19480917,SNOW,0,,,0,
USW00014843,19480919,SNOW,0,,,0,
USW00014843,19480920,SNOW,0,,,0,
USW00014843,19480921,SNOW,0,,,0,
USW00014843,19480922,SNOW,0,,,0,
USW00014843,19480923,SNOW,0,,,0,
USW00014843,19480924,SNOW,0,,,0,
USW00014843,19480925,SNOW,0,,,0,
USW00014843,19480926,SNOW,0,,,0,
USW00014843,19480927,SNOW,0,,,0,
USW00014843,19480928,SNOW,0,,,0,
USW00014843,19480929,SNOW,0,,,0,
USW00014843,19480930,SNOW,0,,,0,
USW00014843,19480901,SNWD,0,,,0,
USW00014843,19480902,SNWD,0,,,0,
USW00014843,19480903,SNWD,0,,,0,
USW00014843,19480904,SNWD,0,,,0,
USW00014843,19480905,SNWD,0,,,0,
USW00014843,19480906,SNWD,0,,,0,
USW00014843,19480907,SNWD,0,,,0,
USW00014843,19480908,SNWD,0,,,0,
USW00014843,19480909,SNWD,0,,,0,
USW00014843,19480910,SNWD,0,,,0,
USW00014843,19480911,SNWD,0,,,0,
USW00014843,19480912,SNWD,0,,,0,
USW00014843,19480913,SNWD,0,,,0,
USW00014843,19480914,SNWD,0,,,0,
USW00014843,19480915,SNWD,0,,,0,
USW00014843,19480916,SNWD,0,,,0,
USW00014843,19480917,SNWD,0,,,0,
USW00014843,19480918,SNWD,0,,,0,
USW00014843,19480919,SNWD,0,,,0,
USW00014843,19480920,SNWD,0,,,0,
USW00014843,19480921,SNWD,0,,,0,
USW00014843,19480922,SNWD,0,,,0,
USW00014843,19480923,SNWD,0,,,0,
USW00014843,19480924,SNWD,0,,,0,
USW00014843,19480925,SNWD,0,,,0,
USW00014843,19480926,SNWD,0,,,0,
USW00014843,19480927,SNWD,0,,,0,
USW00014843,19480928,SNWD,0,,,0,
USW00014843,19480929,SNWD,0,,,0,
USW00014843,19480930,SNWD,0,,,0,
USW00014843,19481101,TMAX,139,,,0,
USW00014843,19481102,TMAX,189,,,0,
USW00014843,19481103,TMAX,128,,,0,
USW00014843,19481104,TMAX,206,,,0,
USW00014843,19481105,TMAX,250,,,0,
USW00014843,19481106,TMAX,222,,,0,
USW00014843,19481107,TMAX,117,,,0,
USW00014843,19481108,TMAX,156,,,0,
USW00014843,19481109,TMAX,183,,,0,
USW00014843,19481110,TMAX,172,,,0,
USW00014843,19481111,TMAX,122,,,0,
USW00014843,19481112,TMAX,111,,,0,
USW00014843,19481113,TMAX,83,,,0,
USW00014843,19481114,TMAX,94,,,0,
USW00014843,19481115,TMAX,83,,,0,
USW00014843,19481116,TMAX,139,,,0,
USW00014843,19481117,TMAX,128,,,0,
USW00014843,19481118,TMAX,167,,,0,
USW00014843,19481119,TMAX,161,,,0,
USW00014843,19481120,TMAX,156,,,0,
USW00014843,19481121,TMAX,106,,,0,
USW00014843,19481122,TMAX,111,,,0,
USW00014843,19481123,TMAX,56,,,0,
USW00014843,19481124,TMAX,61,,,0,
USW00014843,19481125,TMAX,100,,,0,
USW00014843,19481126,TMAX,100,,,0,
USW00014843,19481127,TMAX,89,,,0,
USW00014843,19481128,TMAX,56,,,0,
USW00014843,19481129,TMAX,44,,,0,
USW00014843,19481130,TMAX,78,,,0,
USW00014843,19481101,TMIN,83,,,0,
USW00014843,19481102,TMIN,78,,,0,
USW00014843,19481103,TMIN,89,,,0,
USW00014843,19481104,TMIN,111,,,0,
USW00014843,19481105,TMIN,117,,,0,
USW00014843,19481106,TMIN,100,,,0,
USW00014843,19481107,TMIN,56,,,0,
USW00014843,19481108,TMIN,0,,,0,
USW00014843,19481109,TMIN,44,,,0,
USW00014843,19481110,TMIN,17,,,0,
USW00014843,19481111,TMIN,0,,,0,
USW00014843,19481112,TMIN,33,,,0,
USW00014843,19481113,TMIN,33,,,0,
USW00014843,19481114,TMIN,11,,,0,
USW00014843,19481115,TMIN,22,,,0,
USW00014843,19481116,TMIN,11,,,0,
USW00014843,19481117,TMIN,44,,,0,
USW00014843,19481118,TMIN,11,,,0,
USW00014843,19481119,TMIN,61,,,0,
USW00014843,19481120,TMIN,39,,,0,
USW00014843,19481121,TMIN,28,,,0,
USW00014843,19481122,TMIN,44,,,0,
USW00014843,19481123,TMIN,22,,,0,
USW00014843,19481124,TMIN,-11,,,0,
USW00014843,19481125,TMIN,-17,,,0,
USW00014843,19481126,TMIN,50,,,0,
USW00014843,19481127,TMIN,33,,,0,
USW00014843,19481128,TMIN,11,,,0,
USW00014843,19481129,TMIN,22,,,0,
USW00014843,19481130,TMIN,17,,,0,
USW00014843,19481101,PRCP,23,,,0,
USW00014843,19481102,PRCP,0,,,0,
USW00014843,19481103,PRCP,13,,,0,
USW00014843,19481104,PRCP,3,,,0,
USW00014843,19481105,PRCP,0,T,,0,
USW00014843,19481106,PRCP,84,,,0,
USW00014843,19481107,PRCP,5,,,0,
USW00014843,19481108,PRCP,0,,,0,
USW00014843,19481109,PRCP,0,,,0,
USW00014843,19481110,PRCP,71,,,0,
USW00014843,19481111,PRCP,0,,,0,
USW00014843,19481112,PRCP,3,,,0,
USW00014843,19481113,PRCP,76,,,0,
USW00014843,19481114,PRCP,0,,,0,
USW00014843,19481115,PRCP,61,,,0,
USW00014843,19481116,PRCP,15,,,0,
USW00014843,19481117,PRCP,0,T,,0,
USW00014843,19481118,PRCP,0,,,0,
USW00014843,19481119,PRCP,117,,,0,
USW00014843,19481120,PRCP,79,,,0,
USW00014843,19481121,PRCP,0,,,0,
USW00014843,19481122,PRCP,15,,,0,
USW00014843,19481123,PRCP,0,,,0,
USW00014843,19481124,PRCP,0,,,0,
USW00014843,19481125,PRCP,0,,,0,
USW00014843,19481126,PRCP,117,,,0,
USW00014843,19481127,PRCP,46,,,0,
USW00014843,19481128,PRCP,43,,,0,
USW00014843,19481129,PRCP,28,,,0,
USW00014843,19481130,PRCP,0,,,0,
USW00014843,19481101,SNOW,0,,,0,
USW00014843,19481102,SNOW,0,,,0,
USW00014843,19481103,SNOW,0,,,0,
USW00014843,19481104,SNOW,0,,,0,
USW00014843,19481105,SNOW,0,,,0,
USW00014843,19481106,SNOW,0,,,0,
USW00014843,19481107,SNOW,0,,,0,
USW00014843,19481108,SNOW,0,,,0,
USW00014843,19481109,SNOW,0,,,0,
USW00014843,19481110,SNOW,0,,,0,
USW00014843,19481111,SNOW,0,,,0,
USW00014843,19481112,SNOW,0,,,0,
USW00014843,19481113,SNOW,0,T,,0,
USW00014843,19481114,SNOW,0,,,0,
USW00014843,19481115,SNOW,0,,,0,
USW00014843,19481116,SNOW,0,,,0,
USW00014843,19481117,SNOW,0,,,0,
USW00014843,19481118,SNOW,0,,,0,
USW00014843,19481119,SNOW,0,,,0,
USW00014843,19481120,SNOW,0,,,0,
USW00014843,19481121,SNOW,0,,,0,
USW00014843,19481122,SNOW,0,,,0,
USW00014843,19481123,SNOW,0,,,0,
USW00014843,19481124,SNOW,0,,,0,
USW00014843,19481125,SNOW,0,,,0,
USW00014843,19481126,SNOW,0,,,0,
USW00014843,19481127,SNOW,0,,,0,
USW00014843,19481128,SNOW,0,T,,0,
USW00014843,19481129,SNOW,0,T,,0,
USW00014843,19481130,SNOW,0,,,0,
USW00014843,19481101,SNWD,0,,,0,
USW00014843,19481102,SNWD,0,,,0,
USW00014843,19481103,SNWD,0,,,0,
USW00014843,19481104,SNWD,0,,,0,
USW00014843,19481105,SNWD,0,,,0,
USW00014843,19481106,SNWD,0,,,0,
USW00014843,19481107,SNWD,0,,,0,
USW00014843,19481108,SNWD,0,,,0,
USW00014843,19481109,SNWD,0,,,0,
USW00014843,19481110,SNWD,0,,,0,
USW00014843,19481111,SNWD,0,,,0,
USW00014843,19481112,SNWD,0,,,0,
USW00014843,19481113,SNWD,0,,,0,
USW00014843,19481114,SNWD,0,,,0,
USW00014843,19481115,SNWD,0,,,0,
USW00014843,19481116,SNWD,0,,,0,
USW00014843,19481117,SNWD,0,,,0,
USW00014843,19481118,SNWD,0,,,0,
USW00014843,19481119,SNWD,0,,,0,
USW00014843,19481120,SNWD,0,,,0,
USW00014843,19481121,SNWD,0,,,0,
USW00014843,19481122,SNWD,0,,,0,
USW00014843,19481123,SNWD,0,,,0,
USW00014843,19481124,SNWD,0,,,0,
USW00014843,19481125,SNWD,0,,,0,
USW00014843,19481126,SNWD,0,,,0,
USW00014843,19481127,SNWD,0,,,0,
USW00014843,19481128,SNWD,0,,,0,
USW00014843,19481129,SNWD,0,,,0,
USW00014843,19481130,SNWD,0,,,0,
USW00014843,19481201,TMAX,39,,,0,
USW00014843,19481202,TMAX,78,,,0,
USW00014843,19481203,TMAX,122,,,0,
USW00014843,19481204,TMAX,161,,,0,
USW00014843,19481205,TMAX,133,,,0,
USW00014843,19481206,TMAX,128,,,0,
USW00014843,19481207,TMAX,89,,,0,
USW00014843,19481208,TMAX,44,,,0,
USW00014843,19481209,TMAX,6,,,0,
USW00014843,19481210,TMAX,6,,,0,
USW00014843,19481211,TMAX,33,,,0,
USW00014843,19481212,TMAX,89,,,0,
USW00014843,19481213,TMAX,117,,,0,
USW00014843,19481214,TMAX,50,,,0,
USW00014843,19481215,TMAX,39,,,0,
USW00014843,19481216,TMAX,111,,,0,
USW00014843,19481217,TMAX,22,,,0,
USW00014843,19481218,TMAX,6,,,0,
USW00014843,19481219,TMAX,0,,,0,
USW00014843,19481220,TMAX,11,,,0,
USW00014843,19481221,TMAX,67,,,0,
USW00014843,19481222,TMAX,33,,,0,
USW00014843,19481223,TMAX,-6,,,0,
USW00014843,19481224,TMAX,-22,,,0,
USW00014843,19481225,TMAX,-33,,,0,
USW00014843,19481226,TMAX,-50,,,0,
USW00014843,19481227,TMAX,17,,,0,
USW00014843,19481228,TMAX,56,,,0,
USW00014843,19481229,TMAX,106,,,0,
USW00014843,19481230,TMAX,22,,,0,
USW00014843,19481231,TMAX,6,,,0,
USW00014843,19481201,TMIN,-39,,,0,
USW00014843,19481202,TMIN,-44,,,0,
USW00014843,19481203,TMIN,-11,,,0,
USW00014843,19481204,TMIN,-11,,,0,
USW00014843,19481205,TMIN,28,,,0,
USW00014843,19481206,TMIN,17,,,0,
USW00014843,19481207,TMIN,0,,,0,
